Time,Driver,Position,GapToLeader,IntervalToPositionAhead
9.631,12,1,,
9.898,12,1,LAP 0,LAP 0
13.553,12,1,LAP 1,LAP 1
3376.127,12,2,LAP 1,LAP 1
3376.284,12,2,+0.107,+0.107
3378.887,12,2,+0.206,+0.206
3382.39,12,2,+0.183,+0.183
3385.463,12,2,+0.049,+0.049
3389.637,12,1,LAP 1,LAP 1
3477.652,12,1,LAP 2,LAP 2
3645.716,12,1,LAP 3,LAP 3
3806.265,12,1,LAP 4,LAP 4
3969.795,12,1,LAP 5,LAP 5
4081.468,12,1,LAP 6,LAP 6
4192.711,12,1,LAP 7,LAP 7
4303.687,12,1,LAP 8,LAP 8
4414.848,12,1,LAP 9,LAP 9
4525.516,12,1,LAP 10,LAP 10
4636.235,12,1,LAP 11,LAP 11
4747.369,12,1,LAP 12,LAP 12
4858.229,12,1,LAP 13,LAP 13
4969.277,12,1,LAP 14,LAP 14
5080.238,12,1,LAP 15,LAP 15
5191.432,12,1,LAP 16,LAP 16
5302.61,12,1,LAP 17,LAP 17
5413.522,12,1,LAP 18,LAP 18
5540.25,12,1,LAP 19,LAP 19
5545.229,12,2,LAP 19,LAP 19
5546.351,12,3,LAP 19,LAP 19
5551.54,12,4,LAP 19,LAP 19
5552.27,12,5,LAP 19,LAP 19
5564.859,12,5,+13.413,+6.195
5569.826,12,5,+14.236,+7.037
5573.287,12,5,+14.482,+7.348
5575.798,12,5,+14.487,+7.413
5579.153,12,5,+14.457,+7.458
5582.168,12,5,+14.432,+7.512
5586.39,12,5,+14.362,+7.628
5589.96,12,5,+14.504,+7.611
5594.537,12,5,+14.507,+7.402
5597.936,12,5,+14.384,+7.316
5601.82,12,5,+14.387,+7.225
5606.028,12,5,+14.165,+6.898
5609.907,12,5,+14.138,+6.670
5614.346,12,5,+14.196,+6.697
5618.272,12,5,+14.288,+6.672
5622.37,12,5,+14.249,+6.768
5626.978,12,5,+14.251,+6.616
5631.442,12,5,+14.097,+6.290
5635.441,12,5,+14.069,+6.063
5639.813,12,5,+14.089,+6.022
5643.355,12,5,+14.056,+6.082
5646.281,12,5,+14.019,+6.171
5650.409,12,5,+13.913,+6.281
5654.708,12,5,+13.810,+6.220
5660.427,12,5,+13.838,+5.550
5664.19,12,5,+13.628,+5.378
5665.128,12,5,+13.575,+5.326
5669.458,12,5,+13.249,+5.126
5675.445,12,5,+13.097,+4.697
5679.502,12,5,+13.062,+4.662
5682.753,12,5,+13.084,+4.763
5685.23,12,5,+13.109,+4.865
5688.739,12,5,+13.122,+5.021
5691.745,12,5,+13.118,+5.251
5696.021,12,5,+13.059,+5.192
5699.467,12,5,+13.034,+4.908
5703.835,12,5,+12.928,+4.564
5707.262,12,5,+12.825,+4.412
5711.08,12,5,+12.797,+4.166
5715.467,12,5,+12.670,+4.000
5719.317,12,5,+12.604,+3.827
5723.827,12,5,+12.546,+3.862
5729.665,12,5,+14.512,+5.764
5735.488,12,5,+16.203,+4.165
5741.399,12,5,+17.480,+4.094
5747.159,12,5,+16.918,+3.586
5752.382,12,5,+16.387,+3.430
5759.844,12,5,+16.007,+2.794
5765.31,12,5,+16.429,+2.860
5769.048,12,5,+16.594,+3.039
5773.711,12,5,+16.436,+3.145
5778.346,12,5,+16.183,+3.316
5786.085,12,5,+15.586,+4.588
5793.836,12,5,+13.329,+3.592
5799.564,12,2,+13.329,+3.592
5799.633,12,2,+3.530,+3.530
5805.403,12,3,+3.530,+3.530
5807.936,12,3,+4.904,+2.463
5815.182,12,3,+4.357,+2.712
5819.588,12,3,+2.953,+1.764
5822.481,12,3,+2.799,+1.392
5826.411,12,3,+3.074,+1.017
5830.111,12,3,+3.704,+1.476
5835.261,12,3,+4.257,+2.077
5838.782,12,3,+4.035,+1.947
5843.308,12,3,+3.985,+1.926
5846.806,12,3,+4.096,+1.826
5850.824,12,3,+4.282,+1.867
5855.084,12,3,+4.154,+1.935
5859.008,12,3,+4.113,+1.952
5863.498,12,3,+4.218,+2.063
5867.467,12,3,+4.349,+2.158
5871.61,12,3,+4.627,+2.174
5876.294,12,3,+4.644,+2.322
5880.822,12,3,+4.489,+2.375
