Time,Driver,Position,GapToLeader,IntervalToPositionAhead
9.614,44,1,LAP 1,LAP 1
67.237,44,1,LAP 0,LAP 0
68.44,44,1,LAP 1,LAP 1
2949.002,44,1,LAP 2,LAP 2
3040.905,44,1,LAP 3,LAP 3
3133.411,44,1,LAP 4,LAP 4
3225.62,44,1,LAP 5,LAP 5
3317.667,44,1,LAP 6,LAP 6
3409.816,44,1,LAP 7,LAP 7
3483.757,44,2,LAP 7,LAP 7
3483.804,44,1,LAP 7,LAP 7
3502.657,44,1,LAP 8,LAP 8
3574.682,44,2,LAP 8,LAP 8
3574.854,44,2,+0.077,+0.077
3576.979,44,2,+0.310,+0.310
3580.104,44,2,+0.504,+0.504
3585.12,44,2,+0.612,+0.612
3586.385,44,2,+0.569,+0.569
3592.104,44,2,+0.756,+0.756
3593.479,44,2,+0.791,+0.791
3595.495,44,2,+0.858,+0.858
3596.323,44,2,+0.872,+0.872
3601.151,44,2,+0.825,+0.825
3604.502,44,2,+0.787,+0.787
3607.851,44,2,+0.836,+0.836
3611.804,44,2,+0.876,+0.876
3617.792,44,2,+0.958,+0.958
3621.607,44,2,+0.988,+0.988
3625.935,44,2,+1.002,+1.002
3627.232,44,2,+1.010,+1.010
3632.076,44,2,+1.129,+1.129
3637.327,44,2,+1.089,+1.089
3642.651,44,2,+1.095,+1.095
3646.41,44,2,+0.920,+0.920
3650.238,44,2,+0.979,+0.979
3652.707,44,2,+0.981,+0.981
3655.176,44,2,+0.963,+0.963
3658.676,44,2,+0.928,+0.928
3663.019,44,2,+0.965,+0.965
3665.394,44,2,+0.913,+0.913
3667.644,44,2,+0.785,+0.785
3669.847,44,2,+0.645,+0.645
3672.456,44,2,+0.428,+0.428
3677.488,44,2,+0.590,+0.590
3678.784,44,2,+0.488,+0.488
3684.472,44,2,+0.681,+0.681
3685.831,44,2,+0.695,+0.695
3687.863,44,2,+0.776,+0.776
3688.722,44,2,+0.796,+0.796
3693.472,44,2,+0.795,+0.795
3696.802,44,2,+0.783,+0.783
3700.171,44,2,+0.877,+0.877
3704.114,44,2,+0.886,+0.886
3710.202,44,2,+0.891,+0.891
3714.029,44,2,+0.985,+0.985
3718.391,44,2,+1.153,+1.153
3719.674,44,2,+1.193,+1.193
3724.493,44,2,+1.382,+1.382
3729.702,44,2,+1.318,+1.318
3735.035,44,2,+1.303,+1.303
3738.766,44,2,+1.113,+1.113
3742.579,44,2,+1.097,+1.097
3744.969,44,2,+1.056,+1.056
3747.423,44,2,+0.992,+0.992
3750.954,44,2,+0.895,+0.895
3755.423,44,2,+1.012,+1.012
3757.829,44,2,+1.010,+1.010
3760.173,44,2,+0.955,+0.955
3762.157,44,2,+0.885,+0.885
3765.157,44,2,+0.712,+0.712
3770.016,44,2,+0.720,+0.720
3771.282,44,2,+0.601,+0.601
3776.974,44,2,+0.762,+0.762
3778.326,44,2,+0.766,+0.766
3780.326,44,2,+0.822,+0.822
3781.201,44,2,+0.837,+0.837
3789.326,44,2,+0.828,+0.828
3792.654,44,2,+0.852,+0.852
3796.654,44,2,+0.840,+0.840
3802.697,44,2,+0.915,+0.915
3806.526,44,2,+1.006,+1.006
3810.893,44,2,+1.161,+1.161
3812.135,44,2,+1.188,+1.188
3816.972,44,2,+1.325,+1.325
3822.316,44,2,+1.394,+1.394
3827.629,44,2,+1.412,+1.412
3831.394,44,2,+1.253,+1.253
3835.113,44,2,+1.240,+1.240
3837.59,44,2,+1.220,+1.220
3840.066,44,2,+1.186,+1.186
3843.558,44,2,+1.193,+1.193
3848.079,44,2,+1.307,+1.307
3850.454,44,2,+1.300,+1.300
3852.797,44,2,+1.255,+1.255
3854.829,44,2,+1.197,+1.197
3857.844,44,2,+1.032,+1.032
3862.579,44,2,+1.083,+1.083
3863.86,44,2,+1.009,+1.009
3869.401,44,2,+1.131,+1.131
3870.891,44,2,+1.149,+1.149
3872.782,44,2,+1.192,+1.192
3873.704,44,2,+1.204,+1.204
3878.501,44,2,+1.240,+1.240
3881.813,44,2,+1.252,+1.252
3885.079,44,2,+1.188,+1.188
3889.418,44,2,+1.252,+1.252
3895.279,44,2,+1.255,+1.255
3899.138,44,2,+1.366,+1.366
3903.516,44,2,+1.563,+1.563
3904.813,44,2,+1.579,+1.579
3909.579,44,2,+1.726,+1.726
3914.813,44,2,+1.700,+1.700
3920.188,44,2,+1.749,+1.749
3923.922,44,2,+1.615,+1.615
3927.751,44,2,+1.668,+1.668
3930.298,44,2,+1.699,+1.699
3932.813,44,2,+1.719,+1.719
3936.344,44,2,+1.703,+1.703
3940.801,44,2,+1.748,+1.748
3943.176,44,2,+1.735,+1.735
3945.516,44,2,+1.687,+1.687
3947.494,44,2,+1.628,+1.628
3950.461,44,2,+1.500,+1.500
3955.385,44,2,+1.535,+1.535
3956.635,44,2,+1.514,+1.514
3962.198,44,2,+1.617,+1.617
3965.525,44,2,+1.649,+1.649
3966.682,44,2,+1.662,+1.662
3971.244,44,2,+1.745,+1.745
3974.603,44,2,+1.786,+1.786
3977.932,44,2,+1.762,+1.762
3981.853,44,2,+1.745,+1.745
3987.902,44,2,+1.541,+1.541
3991.744,44,2,+1.596,+1.596
3996.057,44,2,+1.679,+1.679
3997.322,44,2,+1.685,+1.685
4002.072,44,2,+1.736,+1.736
4007.322,44,2,+1.749,+1.749
4012.635,44,2,+1.754,+1.754
4016.338,44,2,+1.608,+1.608
4020.103,44,2,+1.549,+1.549
4022.588,44,2,+1.544,+1.544
4025.104,44,2,+1.545,+1.545
4028.603,44,2,+1.460,+1.460
4033.031,44,2,+1.446,+1.446
4035.469,44,2,+1.463,+1.463
4037.828,44,2,+1.462,+1.462
4039.844,44,2,+1.452,+1.452
4042.813,44,2,+1.341,+1.341
4047.757,44,2,+1.372,+1.372
4049.047,44,2,+1.369,+1.369
4054.564,44,2,+1.401,+1.401
4057.861,44,2,+1.408,+1.408
4058.734,44,2,+1.413,+1.413
4063.515,44,2,+1.434,+1.434
4066.875,44,2,+1.441,+1.441
4070.125,44,2,+1.368,+1.368
4074.25,44,2,+1.500,+1.500
4080.344,44,2,+1.435,+1.435
4084.156,44,2,+1.508,+1.508
4088.437,44,2,+1.636,+1.636
4089.734,44,2,+1.662,+1.662
4094.406,44,2,+1.749,+1.749
4099.735,44,2,+1.769,+1.769
4105.071,44,2,+1.737,+1.737
4108.79,44,2,+1.579,+1.579
4112.54,44,2,+1.532,+1.532
4114.993,44,2,+1.496,+1.496
4117.478,44,2,+1.459,+1.459
4120.993,44,2,+1.402,+1.402
4125.381,44,2,+1.358,+1.358
4127.791,44,2,+1.365,+1.365
