Time,Driver,Position,GapToLeader,IntervalToPositionAhead
4426.918,63,2,+0.332,+0.332
4429.564,63,1,LAP 9,LAP 9
4436.155,63,2,LAP 9,LAP 9
4436.425,63,2,+0.128,+0.128
4440.127,63,2,+0.076,+0.076
4443.373,63,2,+0.070,+0.070
4447.586,63,2,+0.254,+0.254
4452.923,63,2,+0.541,+0.541
4455.735,63,2,+0.701,+0.701
4457.859,63,2,+0.831,+0.831
4461.772,63,2,+1.077,+1.077
4465.03,63,2,+1.074,+1.074
4468.787,63,2,+1.012,+1.012
4472.629,63,2,+0.892,+0.892
4476.033,63,2,+0.771,+0.771
4481.111,63,2,+0.905,+0.905
4486.094,63,2,+0.762,+0.762
4490.208,63,2,+0.722,+0.722
4495.794,63,2,+0.700,+0.700
4499.195,63,2,+0.762,+0.762
4502.975,63,2,+0.959,+0.959
4504.987,63,2,+0.891,+0.891
4507.102,63,2,+0.850,+0.850
4512.195,63,2,+0.731,+0.731
4512.864,63,2,+0.708,+0.708
4515.589,63,2,+0.643,+0.643
4516.996,63,2,+0.730,+0.730
4521.742,63,2,+0.706,+0.706
4525.262,63,2,+0.493,+0.493
4528.784,63,2,+0.570,+0.570
4532.512,63,2,+0.659,+0.659
4537.443,63,2,+0.683,+0.683
4540.085,63,2,+0.634,+0.634
4542.221,63,2,+0.554,+0.554
4546.08,63,2,+0.672,+0.672
4549.31,63,2,+0.701,+0.701
4553.126,63,2,+0.745,+0.745
4557.012,63,2,+0.767,+0.767
4560.357,63,2,+0.749,+0.749
4565.277,63,2,+0.805,+0.805
4570.312,63,2,+0.719,+0.719
4574.316,63,2,+0.736,+0.736
4579.925,63,2,+0.641,+0.641
4583.356,63,2,+0.705,+0.705
4587.034,63,2,+0.887,+0.887
4589.099,63,2,+0.911,+0.911
4591.214,63,2,+0.923,+0.923
4596.325,63,2,+0.871,+0.871
4596.988,63,2,+0.843,+0.843
4599.562,63,2,+0.695,+0.695
4600.95,63,2,+0.718,+0.718
4605.746,63,2,+0.697,+0.697
4609.165,63,2,+0.388,+0.388
4612.633,63,2,+0.446,+0.446
4616.457,63,2,+0.634,+0.634
4621.38,63,2,+0.636,+0.636
4624.077,63,2,+0.643,+0.643
4626.07,63,2,+0.686,+0.686
4629.879,63,2,+0.846,+0.846
4633.117,63,2,+0.878,+0.878
4636.921,63,2,+0.880,+0.880
4640.846,63,2,+0.845,+0.845
4644.218,63,2,+0.750,+0.750
4649.118,63,2,+0.769,+0.769
4654.136,63,2,+0.685,+0.685
4658.177,63,2,+0.713,+0.713
4663.832,63,2,+0.741,+0.741
4667.302,63,2,+0.868,+0.868
4671.014,63,2,+1.028,+1.028
4673.076,63,2,+1.093,+1.093
4675.177,63,2,+1.143,+1.143
4680.284,63,2,+1.042,+1.042
4680.933,63,2,+1.012,+1.012
4683.576,63,2,+0.883,+0.883
4685.13,63,2,+1.037,+1.037
4693.956,63,2,+1.547,+1.547
4699.31,63,2,+1.288,+1.288
4703.466,63,2,+1.187,+1.187
4707.847,63,2,+1.221,+1.221
4714.725,63,2,+1.097,+1.097
4718.369,63,2,+1.238,+1.238
4720.696,63,2,+1.142,+1.142
4725.668,63,2,+1.680,+1.680
4729.496,63,2,+2.126,+2.126
4736.196,63,2,+1.573,+1.573
4742.31,63,2,+0.731,+0.731
4749.436,63,2,+1.758,+1.758
4757.132,63,2,+1.332,+1.332
4762.645,63,2,+1.165,+1.165
4767.031,63,2,+1.130,+1.130
4772.894,63,2,+0.722,+0.722
4776.852,63,2,+0.847,+0.847
4781.325,63,2,+0.795,+0.795
4784.029,63,2,+0.799,+0.799
4796.941,63,3,+0.799,+0.799
4813.285,63,3,+15.426,+12.150
4815.344,63,3,+15.538,+12.428
4823.919,63,3,+17.895,+15.000
4827.918,63,3,+16.165,+13.810
4832.056,63,3,+15.267,+13.454
4836.192,63,3,+15.144,+13.473
4843.099,63,3,+16.301,+13.259
4846.489,63,3,+15.092,+12.053
4848.918,63,3,+14.322,+11.275
4855.527,63,3,+14.805,+13.477
4859.304,63,3,+14.854,+12.590
4865.463,63,3,+16.971,+12.980
4870.876,63,3,+15.073,+12.703
4877.511,63,3,+15.828,+12.337
4884.22,63,3,+14.456,+12.527
4889.601,63,3,+14.172,+12.307
4894.519,63,3,+14.721,+12.823
4901.347,63,3,+15.129,+12.570
4905.802,63,3,+15.813,+12.903
4910.298,63,3,+15.356,+13.114
4913.338,63,3,+14.812,+11.891
4916.236,63,3,+15.376,+12.374
4923.628,63,3,+15.642,+11.868
4924.51,63,3,+15.425,+11.285
4928.431,63,3,+15.176,+11.044
4930.763,63,3,+15.592,+11.709
4936.389,63,3,+15.331,+11.837
4940.018,63,3,+13.730,+10.730
4943.534,63,3,+12.707,+10.297
4947.173,63,3,+12.103,+10.243
4952.041,63,3,+11.989,+10.206
4954.776,63,3,+12.010,+10.195
4956.819,63,3,+12.049,+10.097
4960.548,63,3,+12.052,+10.065
4963.755,63,3,+12.004,+10.022
4967.591,63,3,+12.009,+10.063
4971.509,63,3,+11.996,+10.167
4974.913,63,3,+11.940,+10.233
4979.762,63,3,+11.872,+10.162
4984.831,63,3,+11.846,+10.112
4989.197,63,3,+11.846,+10.025
4994.603,63,3,+11.941,+10.143
4997.94,63,3,+11.989,+10.079
5001.665,63,3,+12.089,+10.144
5003.675,63,3,+12.020,+10.025
5005.694,63,3,+11.978,+10.000
5010.942,63,3,+12.008,+10.026
5011.611,63,3,+12.030,+10.052
5014.494,63,3,+12.082,+10.141
5015.859,63,3,+12.105,+10.135
5020.522,63,3,+12.014,+9.972
5024.016,63,3,+11.941,+9.846
5027.349,63,3,+11.830,+9.845
5030.918,63,3,+11.809,+9.856
5035.668,63,3,+11.713,+9.724
5038.298,63,3,+11.648,+9.648
5040.373,63,3,+11.594,+9.594
5044.064,63,3,+11.517,+9.568
5047.224,63,3,+11.482,+9.510
5050.955,63,3,+11.471,+9.501
5054.797,63,3,+11.456,+9.538
5058.133,63,3,+11.433,+9.574
5062.959,63,3,+11.332,+9.479
5068.092,63,3,+11.280,+9.470
5071.979,63,3,+11.160,+9.232
5077.548,63,3,+11.120,+9.204
5080.888,63,3,+11.160,+9.116
5084.508,63,3,+11.244,+9.159
5086.517,63,3,+11.173,+9.132
5088.529,63,3,+11.121,+9.097
5093.758,63,3,+11.070,+9.142
5094.484,63,3,+11.090,+9.174
5097.279,63,3,+11.150,+9.286
5098.679,63,3,+11.167,+9.330
5103.432,63,3,+11.123,+9.282
5106.933,63,3,+11.059,+9.251
5110.204,63,3,+11.027,+9.274
5113.725,63,3,+11.005,+9.278
5118.481,63,3,+10.890,+9.106
5121.127,63,3,+10.860,+9.038
5123.214,63,3,+10.825,+8.993
5126.904,63,3,+10.755,+8.959
5130.131,63,3,+10.719,+8.917
5133.826,63,3,+10.702,+8.891
5137.633,63,3,+10.663,+8.883
5140.961,63,3,+10.618,+8.880
5145.664,63,3,+10.438,+8.764
5150.723,63,3,+10.308,+8.735
5154.689,63,3,+10.259,+8.719
5160.229,63,3,+10.179,+8.641
5163.568,63,3,+10.202,+8.567
5167.343,63,3,+10.383,+8.690
5169.394,63,3,+10.443,+8.702
5171.483,63,3,+10.457,+8.686
5176.704,63,3,+10.482,+8.666
5177.387,63,3,+10.502,+8.685
5180.195,63,3,+10.590,+8.773
5181.519,63,3,+10.632,+8.759
5186.195,63,3,+10.205,+8.559
5189.684,63,3,+10.000,+8.435
5193.008,63,3,+9.914,+8.356
5196.517,63,3,+9.760,+8.298
5201.319,63,3,+9.588,+8.116
5204.033,63,3,+9.635,+8.100
5206.12,63,3,+9.705,+8.046
5209.887,63,3,+9.797,+8.018
5213.087,63,3,+9.732,+7.947
5216.816,63,3,+9.663,+7.912
5220.596,63,3,+9.543,+7.910
5223.944,63,3,+9.419,+7.916
5228.652,63,3,+9.294,+7.749
5233.657,63,3,+9.165,+7.644
5237.569,63,3,+8.989,+7.548
5243.147,63,3,+8.915,+7.491
5246.492,63,3,+8.933,+7.447
5250.133,63,3,+8.945,+7.387
5252.207,63,3,+9.038,+7.434
5254.327,63,3,+9.014,+7.442
5259.456,63,3,+8.915,+7.394
5260.175,63,3,+8.911,+7.405
5262.902,63,3,+8.901,+7.466
5264.277,63,3,+8.873,+7.489
5269.264,63,3,+9.022,+7.629
5272.805,63,3,+8.986,+7.571
5276.066,63,3,+8.925,+7.488
5279.698,63,3,+8.971,+7.514
5284.527,63,3,+8.923,+7.431
5287.272,63,3,+8.986,+7.398
5289.335,63,3,+9.061,+7.315
5293.095,63,3,+9.146,+7.335
5296.298,63,3,+9.066,+7.292
5300.001,63,3,+9.015,+7.273
5303.801,63,3,+8.934,+7.283
5307.212,63,3,+8.857,+7.298
5311.933,63,3,+8.816,+7.176
5317.033,63,3,+8.784,+7.145
5320.905,63,3,+8.591,+6.981
5326.496,63,3,+8.574,+6.929
5329.935,63,3,+8.632,+6.893
5334.487,63,3,+9.454,+7.835
5338.469,63,3,+11.205,+9.659
5342.055,63,3,+12.501,+10.988
5348.403,63,3,+9.200,+5.541
5349.13,63,3,+8.288,+4.787
5353.646,63,3,+8.895,+4.866
5356.247,63,3,+9.558,+5.635
5362.145,63,3,+8.115,+5.856
5365.839,63,3,+7.266,+5.224
5371.391,63,3,+8.997,+6.817
5375.776,63,3,+8.852,+7.308
5382.358,63,3,+8.864,+7.504
5386.158,63,3,+9.572,+7.753
5388.54,63,3,+9.711,+7.528
5394.882,63,3,+11.270,+9.489
5399.126,63,3,+11.570,+9.305
5403.993,63,3,+11.332,+8.696
5410.222,63,3,+11.822,+9.557
5414.573,63,3,+11.259,+9.155
5422.112,63,3,+12.058,+9.861
5427.554,63,3,+10.640,+8.368
5434.281,63,3,+10.931,+9.032
5441.278,63,3,+10.898,+9.383
5445.944,63,3,+11.283,+9.617
5450.66,63,3,+11.019,+9.457
5453.266,63,3,+10.365,+8.399
5455.884,63,3,+9.508,+7.510
5462.565,63,3,+8.958,+6.023
5464.36,63,3,+9.892,+6.944
5468.65,63,3,+10.684,+7.968
5470.479,63,3,+10.761,+8.146
5476.475,63,3,+10.874,+8.872
5480.925,63,3,+10.904,+9.041
5485.828,63,3,+9.970,+8.076
5490.285,63,3,+10.004,+8.232
