Time,Driver,Position,GapToLeader,IntervalToPositionAhead
8.61,1,1,LAP 1,LAP 1
3276.602,1,2,LAP 1,LAP 1
3277.038,1,2,+0.307,+0.307
3279.041,1,2,+0.352,+0.352
3283.069,1,2,+0.344,+0.344
3286.629,1,2,+0.475,+0.475
3291.395,1,2,+0.644,+0.644
3294.973,1,2,+0.697,+0.697
3300.425,1,2,+0.698,+0.698
3305.0,1,2,+0.802,+0.802
3309.129,1,2,+0.823,+0.823
3312.289,1,2,+0.825,+0.825
3313.93,1,2,+0.832,+0.832
3314.633,1,2,+0.826,+0.826
3317.461,1,2,+0.786,+0.786
3323.008,1,2,+0.878,+0.878
3331.883,1,2,+0.862,+0.862
3335.914,1,2,+0.976,+0.976
3338.664,1,2,+0.935,+0.935
3339.43,1,2,+0.925,+0.925
3342.836,1,2,+0.867,+0.867
3345.602,1,2,+0.835,+0.835
3352.586,1,2,+0.735,+0.735
3358.472,1,2,+0.715,+0.715
3363.458,1,2,+0.699,+0.699
3365.483,1,2,+0.724,+0.724
3368.983,1,2,+0.704,+0.704
3372.735,1,2,+0.679,+0.679
3377.103,1,2,+0.765,+0.765
3380.914,1,2,+0.710,+0.710
3386.403,1,2,+0.714,+0.714
3390.945,1,2,+0.784,+0.784
3395.1,1,2,+0.762,+0.762
3398.215,1,2,+0.741,+0.741
3399.847,1,2,+0.771,+0.771
3400.562,1,2,+0.774,+0.774
3403.394,1,2,+0.727,+0.727
3408.996,1,2,+0.826,+0.826
3417.855,1,2,+0.773,+0.773
3421.947,1,2,+0.958,+0.958
3424.781,1,2,+0.972,+0.972
3425.577,1,2,+0.968,+0.968
3428.967,1,2,+0.942,+0.942
3431.796,1,2,+0.915,+0.915
3438.657,1,2,+0.888,+0.888
3444.527,1,2,+0.875,+0.875
3449.428,1,2,+0.892,+0.892
3451.273,1,2,+0.890,+0.890
3454.885,1,2,+0.878,+0.878
3458.621,1,2,+0.919,+0.919
3462.923,1,2,+0.975,+0.975
3466.655,1,2,+0.894,+0.894
3472.201,1,2,+0.827,+0.827
3476.4,1,2,+0.851,+0.851
3480.592,1,2,+0.886,+0.886
3483.685,1,2,+0.851,+0.851
3485.399,1,2,+0.871,+0.871
3488.789,1,2,+0.840,+0.840
3494.315,1,2,+0.863,+0.863
3503.181,1,2,+0.777,+0.777
3507.259,1,2,+1.001,+1.001
3510.083,1,2,+1.005,+1.005
3510.861,1,2,+1.003,+1.003
3514.273,1,2,+0.944,+0.944
3517.074,1,2,+0.840,+0.840
3524.028,1,2,+0.900,+0.900
3529.932,1,2,+0.862,+0.862
3534.894,1,2,+0.866,+0.866
3536.714,1,2,+0.854,+0.854
3540.264,1,2,+0.818,+0.818
3543.874,1,2,+0.758,+0.758
3548.233,1,2,+0.846,+0.846
3552.014,1,2,+0.796,+0.796
3557.311,1,2,+0.852,+0.852
3561.772,1,2,+0.953,+0.953
3565.914,1,2,+0.990,+0.990
3569.144,1,2,+0.981,+0.981
3570.594,1,2,+0.992,+0.992
3571.299,1,2,+0.993,+0.993
3574.085,1,2,+0.961,+0.961
3579.561,1,2,+0.973,+0.973
3588.361,1,2,+0.945,+0.945
3592.439,1,2,+1.082,+1.082
3595.273,1,2,+1.041,+1.041
3596.035,1,2,+1.033,+1.033
3599.462,1,2,+0.989,+0.989
3602.274,1,2,+0.957,+0.957
3609.199,1,2,+0.969,+0.969
3615.089,1,2,+0.856,+0.856
3620.194,1,2,+0.989,+0.989
3622.003,1,2,+0.959,+0.959
3625.609,1,2,+0.931,+0.931
3629.186,1,2,+0.914,+0.914
3633.53,1,2,+1.024,+1.024
3637.249,1,2,+0.927,+0.927
3642.467,1,2,+0.943,+0.943
3646.902,1,2,+1.016,+1.016
3651.03,1,2,+1.052,+1.052
3654.214,1,2,+1.060,+1.060
3655.746,1,2,+1.095,+1.095
3656.452,1,2,+1.104,+1.104
3659.202,1,2,+1.103,+1.103
3664.749,1,2,+1.036,+1.036
3673.574,1,2,+1.007,+1.007
3677.62,1,2,+1.127,+1.127
3680.491,1,2,+1.159,+1.159
3681.228,1,2,+1.161,+1.161
3684.673,1,2,+1.136,+1.136
3687.445,1,2,+1.093,+1.093
3694.323,1,2,+1.067,+1.067
3700.23,1,2,+0.996,+0.996
3705.343,1,2,+1.078,+1.078
3707.119,1,2,+1.030,+1.030
3710.699,1,2,+0.993,+0.993
3714.315,1,2,+0.990,+0.990
3718.622,1,2,+1.027,+1.027
3722.361,1,2,+0.907,+0.907
3727.58,1,2,+0.921,+0.921
3732.006,1,2,+0.995,+0.995
3736.179,1,2,+1.023,+1.023
3739.26,1,2,+1.037,+1.037
3740.85,1,2,+1.058,+1.058
3741.553,1,2,+1.060,+1.060
3744.341,1,2,+1.049,+1.049
3749.87,1,2,+1.089,+1.089
3758.685,1,2,+1.054,+1.054
3762.761,1,2,+1.202,+1.202
3765.628,1,2,+1.223,+1.223
3766.363,1,2,+1.222,+1.222
3769.791,1,2,+1.198,+1.198
3772.546,1,2,+1.160,+1.160
3779.466,1,2,+1.222,+1.222
3785.365,1,2,+1.174,+1.174
3790.42,1,2,+1.344,+1.344
3792.264,1,2,+1.333,+1.333
3795.858,1,2,+1.312,+1.312
3799.496,1,2,+1.353,+1.353
3803.802,1,2,+1.409,+1.409
3807.567,1,2,+1.326,+1.326
3812.843,1,2,+1.407,+1.407
3817.277,1,2,+1.481,+1.481
3821.433,1,2,+1.517,+1.517
3824.558,1,2,+1.533,+1.533
3826.12,1,2,+1.546,+1.546
3826.808,1,2,+1.555,+1.555
3829.636,1,2,+1.632,+1.632
3835.167,1,2,+1.676,+1.676
3844.045,1,2,+1.653,+1.653
3848.048,1,2,+1.675,+1.675
3850.939,1,2,+1.736,+1.736
3851.702,1,2,+1.742,+1.742
3855.178,1,2,+1.724,+1.724
3857.956,1,2,+1.657,+1.657
3864.875,1,2,+1.735,+1.735
3870.761,1,2,+1.629,+1.629
3875.886,1,2,+1.788,+1.788
3877.698,1,2,+1.755,+1.755
3881.322,1,2,+1.752,+1.752
3884.914,1,2,+1.746,+1.746
3889.183,1,2,+1.775,+1.775
3892.964,1,2,+1.667,+1.667
3898.151,1,2,+1.555,+1.555
3902.542,1,2,+1.537,+1.537
3906.761,1,2,+1.572,+1.572
3909.855,1,2,+1.563,+1.563
3911.48,1,2,+1.554,+1.554
3912.183,1,2,+1.550,+1.550
